_id,index,title,author,resource,time,database
6512b3779ff18c0e2174f5ce,36,基于Python的化工流程优化系统开发        \n        \n网络首发,魏晓彤; 岳金彩; 杨安明; 周东健; 郑世清,化学工业与工程,2022-11-23 11:10,期刊
6512b3779ff18c0e2174f5cf,37,基于Python的线性回归案例分析,何小年; 段凤华,微型电脑应用,2022-11-20,期刊
6512b3779ff18c0e2174f5d0,38,依托Python爬虫技术和数据处理分析能力提升履职能力的探索,王文选,金融科技时代,2022-11-10,期刊
6512b3779ff18c0e2174f5d1,39,基于Python爬虫网站数据分析系统设计与实现,杨孟姣; 杜棋东,计算机时代,2022-11-10,期刊
6512b3779ff18c0e2174f5d2,40,基于Python与Ansoft的混合式直线力电机参数化设计系统研究,王子旋;黎向锋;肖一秦鹏;胡嘉琨;徐礼林;左敦稳,微特电机,2022-11-10,期刊
6512b3779ff18c0e2174f5d3,41,基于Python语言的装载机流场仿真参数计算拟合工具开发,孟令超; 常立壮; 李晓枫; 张朝永,工程机械,2022-11-10,期刊
6512b3779ff18c0e2174f5d4,42,人工智能背景下“Python语言程序设计”课程改革探索,盛冠群;赵美林;刘忠途;郑悦林;姜艳静;汤婧,科技风,2022-10-30,期刊
6512b3779ff18c0e2174f5d5,43,Python在食品生物化学实验教学应用上的初探——以食品中蛋白浓度测定为例,曹诗林;赖昕珏;郝锦亨;陈慧;郑少鹏;袁志涛;罗佳伟;陈胤熹;余洁婷,广东化工,2022-10-27,期刊
6512b3779ff18c0e2174f5d6,44,“Python程序设计”课程思政教学探索,陈红阳; 何杰; 何盈盈,工业技术与职业教育,2022-10-25,期刊
6512b3779ff18c0e2174f5d7,45,广义估计方程与混合线性模型在Python中的实现,焦奎壮;马煦晰;马小茜;刘朝屹;张青;马露,医学新知,2022-10-25,期刊
6512b3779ff18c0e2174f5d8,46,Python语言在SEGY炮集数据质控中的应用,王磊,物探装备,2022-10-25,期刊
6512b3779ff18c0e2174f5d9,47,Python数据采集软件的设计与应用,覃勇铖,电子技术,2022-10-20,期刊
6512b3779ff18c0e2174f5da,48,基于Python的多结电池仿真及其应用,郭宏亮; 薛超; 孙强; 刘如彬,电源技术,2022-10-20,期刊
6512b3779ff18c0e2174f5db,49,基于Python的半导体激光二极管仿真技术研究,熊煜; 张靖; 李小冰; 唐佳; 吴婧,半导体光电,2022-10-18 11:16,期刊
6512b3779ff18c0e2174f5dc,50,基于Python的N2类商用车制动距离计算的线性回归优化,韩彦潇; 何果; 李青章,汽车实用技术,2022-10-15,期刊
6512b37c9ff18c0e2174f5dd,51,基于Python的运城旅游数据可视化分析,张乐; 孙怡芳,计算机时代,2022-10-11,期刊
6512b37c9ff18c0e2174f5de,52,Python在反洗钱执法检查中的应用探讨——以景德镇市反洗钱执法检查为例,乐明德; 汪锋,金融科技时代,2022-10-10,期刊
6512b37c9ff18c0e2174f5df,53,基于Python的信息采集与数据处理分析,黄紫青,集成电路应用,2022-10-10,期刊
6512b37c9ff18c0e2174f5e0,54,基于OpenCV-Python和树莓派实现图像数据远程采集,何惠彬; 江亚俊; 肖晓晖,福建农机,2022-09-30,期刊
6512b37c9ff18c0e2174f5e1,55,基于Python的BIM模型构件库信息系统,贺卫兵; 熊雪阳; 张天宇; 纪仁善; 徐照,建筑施工,2022-09-25,期刊
6512b37c9ff18c0e2174f5e2,56,基于Python语言的数据表文件批量处理技术,王景,信息技术与信息化,2022-09-25,期刊
6512b37c9ff18c0e2174f5e3,57,基于Python软件的零序方向数字式继电保护仿真,夏寅宇; 丁煜飞; 汪缪凡; 齐沛锋,电工技术,2022-09-25,期刊
6512b37c9ff18c0e2174f5e4,58,Python在概率论与数理统计教学中的应用案例研究,王永娟; 姜喜春; 谢兵兵,黑河学院学报,2022-09-25,期刊
6512b37c9ff18c0e2174f5e5,59,基于ArcGIS Python的MXD文档批量裁剪方法研究,刘文军; 黄瑶,江西测绘,2022-09-25,期刊
6512b37c9ff18c0e2174f5e6,60,Python语言程序设计全英文线上教学探索,徐红云; 刘欣欣,教育教学论坛,2022-09-21,期刊
6512b37c9ff18c0e2174f5e7,61,一种基于Python的车道线检测算法分析,戴晶华,电子技术,2022-09-20,期刊
6512b37c9ff18c0e2174f5e8,62,Python在分析化学实验数据处理中的应用——以铁和铋的络合滴定实验为例,王彦恺; 郭长艳,化学教育(中英文),2022-09-18,期刊
6512b37c9ff18c0e2174f5e9,63,基于Python编程的IP网设备业务配置自动生成系统开发及应用,梁学如,长江信息通信,2022-09-15,期刊
6512b37c9ff18c0e2174f5ea,64,基于Python的甲乳外科住院业务数据挖掘分析,唐劲松; 郑维; 毛婷,中国数字医学,2022-09-15,期刊
6512b37c9ff18c0e2174f5eb,65,基于Python语言的钻井井壁突变失稳机理分析,刘吉敏; 刘元飞; 付晓畅,煤炭科学技术,2022-09-15,期刊
6512b37c9ff18c0e2174f5ec,66,基于Python的三维风场风玫瑰图绘制方法研究与应用,周积强;魏巍;姚肖萌;王雪妮;李龙艳;杨勇;柳佳俊,气象水文海洋仪器,2022-09-09,期刊
6512b37c9ff18c0e2174f5ed,67,大数据专业“Python程序设计”课程建设探究,李天格; 许鹏,计算机时代,2022-09-07,期刊
6512b37c9ff18c0e2174f5ee,68,Python语言程序设计课程教学创新探索,张昱; 陈默; 李封,科教导刊,2022-09-05,期刊
6512b37c9ff18c0e2174f5ef,69,基于Python的多轴线连杆转向系统数字化平台设计,陈俊; 兰希; 康绍鹏; 强红宾; 刘凯磊,制造技术与机床,2022-08-30,期刊
6512b37c9ff18c0e2174f5f0,70,基于Python的3D打印计算机辅助制造实验教学,林志伟; 栾丛丛; 王郑拓; 马超虹,实验科学与技术,2022-08-28,期刊
6512b37c9ff18c0e2174f5f1,71,基于Python的二手车交易分析可视化,周研博; 郑成; 侯惠芳,信息与电脑(理论版),2022-08-25,期刊
6512b37c9ff18c0e2174f5f2,72,基于Python的武汉二手房信息爬取及分析,姬正骁,信息与电脑(理论版),2022-08-25,期刊
6512b37c9ff18c0e2174f5f3,73,基于Python技术的校园网搜索引擎的设计分析,李静; 单晴晴,信息与电脑(理论版),2022-08-25,期刊
6512b37c9ff18c0e2174f5f4,74,面向Python的自适应学习系统知识空间模型构建研究,薛丽芳; 敖志广; 王雪; 郭志,信息与电脑(理论版),2022-08-25,期刊
6512b37c9ff18c0e2174f5f5,75,基于Python的地表覆盖数据逐级自动缩编,张华剑,地理信息世界,2022-08-24,期刊
6512b37c9ff18c0e2174f5f6,76,基于Python的高校后勤服务育人体系的构建与评价机制,李廷树,泰州职业技术学院学报,2022-08-20,期刊
6512b37c9ff18c0e2174f5f7,77,基于Python的含凹坑缺陷蜂窝夹芯结构参数化建模及应用,蒋国庆; 陈万华; 聂徐庆; 张浩; 廖文林,科学技术与工程,2022-08-18,期刊
6512b37c9ff18c0e2174f5f8,78,职业教育混合课程的建设研究——以“Python语言基础”为例,王圆; 周胜安,职业技术,2022-08-17,期刊
6512b37c9ff18c0e2174f5f9,79,Python在电路实验数据处理中的应用,赵文来; 杨俊秀; 陈秋妹,电气电子教学学报,2022-08-15,期刊
6512b37c9ff18c0e2174f5fa,80,基于IPO问题驱动的Python语言教学设计,刘光蓉; 周俊博,武汉轻工大学学报,2022-08-15,期刊
6512b37c9ff18c0e2174f5fb,81,基于Python和Selenium的智联招聘数据的爬取与分析,张嘉威; 关成斌,软件,2022-08-15,期刊
6512b37c9ff18c0e2174f5fc,82,基于Python的科技期刊二维码生成/插入/校验一体化解决方案,牛欣悦; 祁丽娟; 方梅,中国科技期刊研究,2022-08-15,期刊
6512b37c9ff18c0e2174f5fd,83,Python在测试向量的解析和存储中的应用,徐春华,集成电路应用,2022-08-10,期刊
6512b37c9ff18c0e2174f5fe,84,基于Python语言的好友管理系统的设计,刘秀丽,现代信息科技,2022-08-10,期刊
6512b37c9ff18c0e2174f5ff,85,基于Python的校园交易平台设计,华厚强; 康佳春,现代计算机,2022-08-10,期刊
6512b37c9ff18c0e2174f600,86,军队医科院校计算机基础课程设计——以Python程序设计模块为例,王萌; 李东方; 陆江东; 郑奋,电脑与电信,2022-08-10,期刊
6512b37c9ff18c0e2174f601,87,Python在电子表格中数据比对的应用,司马碧荣; 邓大政; 杨媛,信息与电脑(理论版),2022-08-10,期刊
6512b37c9ff18c0e2174f602,88,全国青少年Python等级考试试题测评研究,乔璐,计算机时代,2022-08-08,期刊
6512b37c9ff18c0e2174f603,89,新文科视角下以专业为导向深度融合计算生态Python课程体系建设,李蓉; 周维柏; 梁智斌,计算机时代,2022-08-08,期刊
6512b37c9ff18c0e2174f604,90,Python语言程序设计课程思政探索,卢俊岭,科教导刊,2022-08-05,期刊
6512b37c9ff18c0e2174f605,91,基于对分教学法的Python程序设计教学模式探索与实践,陈晓燕,科教导刊,2022-08-05,期刊
6512b37c9ff18c0e2174f606,92,基于Python的车灯动画效果数据化技术,孙瑜,汽车零部件,2022-07-28,期刊
6512b37c9ff18c0e2174f607,93,基于大数据+Python的高职毕业生就业价值取向研究,汪岩,工业控制计算机,2022-07-25,期刊
6512b37c9ff18c0e2174f608,94,《计算机技术基础（Python）》线上线下混合式教学的思与行,赵慧; 倪燃,创新创业理论研究与实践,2022-07-25,期刊
6512b37c9ff18c0e2174f609,95,高校Python语言程序设计公共课教学改革探索,卢俊岭,科教导刊,2022-07-25,期刊
6512b37c9ff18c0e2174f60a,96,基于Python的肺结核胸片病灶检测系统设计,夏启铭; 余响全; 韦勇; 肖雪梅,无线互联科技,2022-07-25,期刊
6512b37c9ff18c0e2174f60b,97,基于案例的Docker课程教学探究——以“Python应用程序容器化”为例,卢春光; 秦惜梦,无线互联科技,2022-07-25,期刊
6512b37c9ff18c0e2174f60c,98,基于Python旧衣回收系统的设计,张雁涔,信息与电脑(理论版),2022-07-25,期刊
6512b37c9ff18c0e2174f60d,99,基于Python爬虫技术的网页数据抓取方法,刘萍,信息与电脑(理论版),2022-07-25,期刊
6512b37c9ff18c0e2174f60e,100,基于Python的“概率论与数理统计”可视化研究,牛晔,信息与电脑(理论版),2022-07-25,期刊
6512b3819ff18c0e2174f60f,101,基于Python的PPT批量化爬取与邮件自动发送实现,杨红;龚小燕;杨尊富;杨帆;马逸飞;尚亚丽,电子技术,2022-07-20,期刊
6512b3819ff18c0e2174f610,102,程序设计基础（Python）课程学习现状调查分析及建议,芮雪; 李谨; 陈丽娟,科教文汇,2022-07-15,期刊
6512b3819ff18c0e2174f611,103,浅谈Python在创伤流行病学数据分析中的应用,陈都; 徐峰,创伤外科杂志,2022-07-15,期刊
6512b3819ff18c0e2174f612,104,融合理论和实践的Python程序设计课程思政建设,朱友康; 周方; 陈建雄; 吴天乙; 韩伟,科教导刊,2022-07-15,期刊
6512b3819ff18c0e2174f613,105,Python语言在轮胎带束层后处理分析中的应用,任帅; 张永峰; 张梦洁; 张伟伟,轮胎工业,2022-07-10,期刊
6512b3819ff18c0e2174f614,106,智能时代项目式学习的设计与实践研究——以Python课程的PBL教学为例,卢海丽; 王彬彬; 高兴苹,河南教育学院学报(自然科学版),2022-06-30,期刊
6512b3819ff18c0e2174f615,107,基于Python的Abaqus前、后处理GUI插件二次开发与应用,田玉泰,计算机辅助工程,2022-06-29,期刊
6512b3819ff18c0e2174f616,108,基于Python的混合语言编程及其实现研究,卢绍兵,科技资讯,2022-06-28,期刊
6512b3819ff18c0e2174f617,109,基于Python技术GA-BP神经网络的变压器故障诊断研究,周文潮; 柴淑颖,变压器,2022-06-25,期刊
6512b3819ff18c0e2174f618,110,基于Python的生产报表自动生成发送系统的开发及应用,朱明星; 石建明; 胡应权,红水河,2022-06-25,期刊
6512b3819ff18c0e2174f619,111,基于Python的学生成绩分析和可视化呈现研究,石晓玲; 杨立功,河北软件职业技术学院学报,2022-06-25,期刊
6512b3819ff18c0e2174f61a,112,Python在闪电监测资料分析中的应用,陈小尘; 谢亚雄; 张伟,电子测试,2022-06-25,期刊
6512b3819ff18c0e2174f61b,113,基于项目学习的高中信息技术教学实践——以Python语言教学为例,陈苏静,福建教育学院学报,2022-06-25,期刊
6512b3819ff18c0e2174f61c,114,利用Python编程实现基于EGM2008模型的高程异常计算,吴勇; 常燕敏,地矿测绘,2022-06-25,期刊
6512b3819ff18c0e2174f61d,115,基于Python语言的瑞利面波频散反演实行方案,吴为治; 娄利; 王鹏; 王宾,物探与化探,2022-06-23 11:06,期刊
6512b3819ff18c0e2174f61e,116,基于Python的维修工卡自动化编制设计与实现,胡田,航空维修与工程,2022-06-20,期刊
6512b3819ff18c0e2174f61f,117,基于Python的新浪微博爬虫程序设计与实现,孙握瑜,科技资讯,2022-06-20,期刊
6512b3819ff18c0e2174f620,118,基于Python的计算机组成原理可视化教学研究,王泽梁; 汪丽华,黄山学院学报,2022-06-20,期刊
6512b3819ff18c0e2174f621,119,基于Python的混合式英语教学数据融合实施方案,王劼华,科技资讯,2022-06-20,期刊
6512b3819ff18c0e2174f622,120,基于Python的Apriori算法在超长住院患者信息挖掘中的应用,刘慧悦;杨洋;李国垒;金敏;张静;周柳英,中国病案,2022-06-18,期刊
6512b3819ff18c0e2174f623,121,基于Python的在线教育数据智能分析应用研究,张人杰; 刘威,湖南邮电职业技术学院学报,2022-06-15,期刊
6512b3819ff18c0e2174f624,122,“岗课赛证”融通的Python程序设计课程资源开发研究,石彤,湖南邮电职业技术学院学报,2022-06-15,期刊
6512b3819ff18c0e2174f625,123,基于Python语言的CalculiX与Sap2000前处理接口开发,杜安亮,建筑结构,2022-06-15,期刊
6512b3819ff18c0e2174f626,124,服务区域大数据产业发展的“Python数据分析”通识课程建设探索——以柳州职业技术学院为例,杨川,柳州职业技术学院学报,2022-06-15,期刊
6512b3819ff18c0e2174f627,125,基于Python数据分析的高校绩效扣款统计方法,宋东翔; 王怡然; 马伽洛·伦; 袁铭举,软件,2022-06-15,期刊
6512b3819ff18c0e2174f628,126,基于Python的智慧校园CSV文件的读取方式研究,刘耀钦; 杨新东; 袁承芬,汉江师范学院学报,2022-06-15,期刊
6512b3819ff18c0e2174f629,127,基于Python的大众点评医疗机构数据爬取与分析,李巧娜; 汪勇,中国科技论文在线精品论文,2022-06-15,期刊
6512b3819ff18c0e2174f62a,128,基于Python的网页信息数据爬取设计与实现分析,林军,长春工程学院学报(自然科学版),2022-06-15,期刊
6512b3819ff18c0e2174f62b,129,基于Python的TEQC可视化软件设计及GNSS实验教学应用,卢立果; 吴汤婷,实验技术与管理,2022-06-13 14:32,期刊
6512b3819ff18c0e2174f62c,130,Python虚拟机本地代码的安全性实证研究,蒋成满;华保健;樊淇梁;朱洪军;徐波;潘志中,计算机科学,2022-06-10,期刊
6512b3819ff18c0e2174f62d,131,基于Python的蔬菜销售系统设计,张雁涔,无线互联科技,2022-06-10,期刊
6512b3819ff18c0e2174f62e,132,基于Python的海量日志数据处理应用,刘恋; 洪剑珂; 严格知; 刘云; 雷洲,信息与电脑(理论版),2022-06-10,期刊
6512b3819ff18c0e2174f62f,133,网络安全下的Python语言教学,成少梅,网络安全技术与应用,2022-06-07,期刊
6512b3819ff18c0e2174f630,134,产学融通与育教融合的Python程序设计教学改革探索,梁婷婷; 梁肇敏; 邱素贞,广西广播电视大学学报,2022-05-30,期刊
6512b3819ff18c0e2174f631,135,基于Python的JMAG二次开发在游标型永磁直线同步电机设计中的应用,邹子羽; 卢琴芬,微电机,2022-05-28,期刊
6512b3819ff18c0e2174f632,136,基于Python的地铁TETRA设备培训模拟器的设计与实现,潘振; 房耀华,铁路通信信号工程技术,2022-05-25,期刊
6512b3819ff18c0e2174f633,137,Python环境下利用Selenium与JavaScript逆向技术爬虫研究,时春波; 李卫东; 秦丹阳; 张海啸; 吴峥嵘,河南科技,2022-05-25,期刊
6512b3819ff18c0e2174f634,138,Python在数字图像处理课程教学中的应用探索,李志; 陈入云,创新创业理论研究与实践,2022-05-25,期刊
6512b3819ff18c0e2174f635,139,基于Python的中国典籍对外翻译传播效果研究——以《孙子兵法》英译本为例,王燕; 邵谧,外国语文,2022-05-25,期刊
6512b3819ff18c0e2174f636,140,基于Python的网站访问数据可视化方法,刘洋; 胡志高,信息与电脑(理论版),2022-05-25,期刊
6512b3819ff18c0e2174f637,141,基于Python的埋地钢质管道腐蚀防护系统评价网站开发,陈晨; 易旸,化工自动化及仪表,2022-05-20,期刊
6512b3819ff18c0e2174f638,142,基于EduCoder的Python程序设计课程教学实践,胡子慧; 杨利华,电子技术,2022-05-20,期刊
6512b3819ff18c0e2174f639,143,Jupyter Notebook平台在Python教学中的应用,马伟良,数字通信世界,2022-05-20,期刊
6512b3819ff18c0e2174f63a,144,基于python高级语言程序设计的“金课”建设探讨,宋晓强; 林研; 王开田,农业科技与装备,2022-05-20,期刊
6512b3819ff18c0e2174f63b,145,基于Python与Tensorflow的交通信号决策系统,朱昭俊; 李雪芹,综合运输,2022-05-15,期刊
6512b3819ff18c0e2174f63c,146,TPACK架构下医学专业《Python程序设计》课程教学研究——以实现办公自动化（OA）为例,魏晋,办公自动化,2022-05-15,期刊
6512b3819ff18c0e2174f63d,147,医学院校Python程序设计课程的教学改革研究,魏晋; 郝文延; 王晓云,计算机时代,2022-05-15,期刊
6512b3819ff18c0e2174f63e,148,基于Python和Matlab的《数字信号处理》教学辅助软件设计,郭琳; 赵睿,长江信息通信,2022-05-15,期刊
6512b3819ff18c0e2174f63f,149,Python在《数学物理方程》教学中的应用研究,热合买提江·依明,高等数学研究,2022-05-15,期刊
6512b3819ff18c0e2174f640,150,基于Python的个人所得税分析和筹划,徐长盛; 严丽; 谢瑞玲,财务管理研究,2022-05-10,期刊
6512b3869ff18c0e2174f641,151,一种使用Python实现IEC61850规约的全自动检测技术,王诗清; 王建伟; 杨斌; 袁广宝,测试技术学报,2022-05-10,期刊
6512b3869ff18c0e2174f642,152,新工科Python语言程序设计课程教学实践,王思霖,集成电路应用,2022-05-10,期刊
6512b3869ff18c0e2174f643,153,云点歌系统的Python爬虫设计和实现,罗可,现代计算机,2022-05-10,期刊
6512b3869ff18c0e2174f644,154,Python编程技术在线资源课程建设研究,史亚维,现代信息科技,2022-05-10,期刊
6512b3869ff18c0e2174f645,155,Python在线课程和项目驱动制相结合的教学模式探索,胡文杰; 谢娜,现代信息科技,2022-05-10,期刊
6512b3869ff18c0e2174f646,156,基于工程教育认证环境下课程大纲的构建——以“Python程序设计”课程为例,林清滢; 朱映辉; 陆锡聪; 商惠华,教育教学论坛,2022-05-04,期刊
6512b3869ff18c0e2174f647,157,基于Python的微分方程在多领域中的应用,刘双,黑龙江科学,2022-04-28,期刊
6512b3869ff18c0e2174f648,158,Python工具介入的帕金森病护理干预新模式研究趋势,齐雪; 阮俊斌; 杨颢仪; 葛奕辰,黑龙江科学,2022-04-28,期刊
6512b3869ff18c0e2174f649,159,Python语言在学生成绩分析与评估中的应用,赵圆圆,石家庄职业技术学院学报,2022-04-28,期刊
6512b3869ff18c0e2174f64a,160,基于Python编程模拟四极杆质谱中离子的运动,张硕; 方开洪; 王强; 陈亮; 杨坤杰,大学物理实验,2022-04-26,期刊
6512b3869ff18c0e2174f64b,161,基于Python语言的LTE业务差小区数据处理方法研究,王官云; 任小强,工业控制计算机,2022-04-25,期刊
6512b3869ff18c0e2174f64c,162,基于Python语言的可视化空间数据库智能查询系统,董玉霞; 苏荣聪,平顶山学院学报,2022-04-25,期刊
6512b3869ff18c0e2174f64d,163,Python办公自动化对教务办公效率提升的研究,曹梦川,现代信息科技,2022-04-25,期刊
6512b3869ff18c0e2174f64e,164,Python软件库在大学力学教学中的应用,李晓明,科教文汇,2022-04-21,期刊
6512b3869ff18c0e2174f64f,165,基于Python的轨道交通安全质量检查问题大数据分析和可视化研究,戴屹立; 张建鹏; 陈鹏; 舒小朋,现代城市轨道交通,2022-04-20,期刊
6512b3869ff18c0e2174f650,166,基于Python的高校网络课程数据分析,李钰; 庄文密,软件导刊,2022-04-15,期刊
6512b3869ff18c0e2174f651,167,基于Python语言的智能信息化运维管理平台的应用,尹周军,天津冶金,2022-04-15,期刊
6512b3869ff18c0e2174f652,168,一种基于Python的5G网络数智优化方法,张维利; 曹世君,长江信息通信,2022-04-15,期刊
6512b3869ff18c0e2174f653,169,基于python的无线资源利用率提升方案探索,翟瑞霞; 段慧成; 王飞; 梁晓燕,长江信息通信,2022-04-15,期刊
6512b3869ff18c0e2174f654,170,基于Python语言分析《外科正宗》中的轻粉用药规律,杨华; 严建,亚太传统医药,2022-04-13,期刊
6512b3869ff18c0e2174f655,171,基于Python的产品信息采集与数据处理研究,陆承佳,电脑与信息技术,2022-04-12,期刊
6512b3869ff18c0e2174f656,172,基于Python爬虫技术抓取台风报文的研究与实现,陈琼莺; 施蔚然; 郑玉兰; 冯招程,电脑与电信,2022-04-10,期刊
6512b3869ff18c0e2174f657,173,分层教学在线上线下混合式教学中的应用——以“Python编程基础”课程为例,王炳鹏; 高丽; 刘素君; 山青青,无线互联科技,2022-04-10,期刊
6512b3869ff18c0e2174f658,174,Python中基于字典的大写金额转换算法的实现,娄七明; 许海成; 孙建洪,红河学院学报,2022-04-08,期刊
6512b3869ff18c0e2174f659,175,PYTHON在自动控制原理课程仿真中的应用,郭玉祥; 周函; 张庆平; 李彦梅,廊坊师范学院学报(自然科学版),2022-03-31,期刊
6512b3869ff18c0e2174f65a,176,一款基于Python语言开发的滤光片检定数据处理软件,陈扬; 王以堃,计量与测试技术,2022-03-30,期刊
6512b3869ff18c0e2174f65b,177,基于Python的“信号与系统”课程教学设计,乔有田,扬州职业大学学报,2022-03-30,期刊
6512b3869ff18c0e2174f65c,178,基于Python的城市天气数据爬虫程序分析,于学斗; 柏晓钰,办公自动化,2022-03-29,期刊
6512b3869ff18c0e2174f65d,179,基于python的SCADA与西门子PLC数据读写自动化测试实现,王新月; 王奚; 李航; 张秀明,计算技术与自动化,2022-03-28,期刊
6512b3869ff18c0e2174f65e,180,基于Python的大数据文档拆分规律研究,丁思蓉; 何静茹; 李真,现代信息科技,2022-03-25,期刊
